customer_id,birth_year,gender,income,credit,married,college_degree,region,state,star_rating
1217,1995,Male,38000,716.1999,No,No,West,HI,NA
1218,1969,Male,245000,676.73114,Yes,Yes,Northeast,VT,NA
1219,1996,Male,89000,641.7866,No,Yes,West,WY,5
1220,1977,Male,162000,686.3566,Yes,Yes,West,WA,NA
1221,1987,Male,153000,630.1516,No,Yes,West,AK,NA
1222,1998,Male,347000,577.68024,No,Yes,West,CA,NA
1223,1968,Female,162000,729.5859,Yes,Yes,West,WY,NA
1224,1975,Male,165000,598.80206,No,Yes,Northeast,VT,5
1225,1987,Female,68000,678.9953,No,Yes,Northeast,MA,1
1226,1995,Male,164000,552.332,No,Yes,Northeast,ME,NA
1227,1985,Female,177000,622.02356,No,Yes,Northeast,NH,NA
1228,1996,Male,67000,510.6685,Yes,Yes,Northeast,NY,3
1229,1966,Female,87000,726.7434,Yes,Yes,West,AK,NA
1230,1973,Male,242000,669.01556,Yes,Yes,Midwest,IA,4
1231,1997,Male,184000,657.9166,No,Yes,Midwest,MI,5
1232,1978,Male,149000,687.5417,No,No,West,HI,NA
1233,1972,Male,215000,750.3914,Yes,Yes,West,WY,NA
1234,1999,Male,47000,662.14594,No,Yes,Northeast,MA,NA
1235,1997,Other,143000,605.33716,No,Yes,West,NM,NA
1236,1998,Female,132000,730.2386,No,Yes,Midwest,MI,NA
1237,1971,Female,141000,736.40564,Yes,Yes,West,CO,5
1238,1993,Female,29000,689.5135,Yes,Yes,West,WA,NA
1239,1990,Male,198000,614.0255,Yes,No,Northeast,PA,NA
1240,1973,Male,238000,687.2366,Yes,Yes,West,NV,NA
1241,1971,Other,180000,679.57715,Yes,No,West,CO,1
1242,1978,Male,135000,699.77905,No,Yes,West,ID,NA
1243,1973,Female,170000,716.1898,No,Yes,Northeast,CT,NA
1244,1973,Male,204000,670.62134,Yes,Yes,West,AZ,5
1245,1975,Female,193000,762.2247,Yes,Yes,Midwest,NE,NA
1246,1958,Male,116000,750.4249,Yes,Yes,Midwest,OH,3
1247,1977,Male,219000,809.7927,No,Yes,West,UT,4
1248,1993,Female,22000,560.9456,No,No,South,AL,NA
1249,1982,Male,44000,615.8385,Yes,No,Northeast,NY,5
1250,1970,Male,167000,694.32294,Yes,Yes,West,WA,5
1251,1973,Male,138000,730.1,Yes,No,West,NM,5
1252,1992,Female,212000,537.0288,No,Yes,West,MT,1
1253,1976,Male,156000,727.7362,Yes,Yes,Northeast,ME,NA
1254,1990,Female,124000,718.97626,No,Yes,Northeast,NH,3
1255,1972,Other,89000,819.80035,Yes,No,Northeast,MA,NA
1256,1974,Other,144000,793.38837,Yes,Yes,Northeast,RI,NA
1257,1968,Female,118000,756.3215,No,Yes,Northeast,CT,NA
1258,1992,Female,177000,649.07184,No,Yes,West,HI,NA
1259,1970,Female,302000,677.2701,No,Yes,West,NM,NA
1260,1998,Male,94000,659.7127,No,Yes,Midwest,IA,NA
1261,1980,Male,220000,736.8978,No,Yes,West,OR,NA
1262,1978,Male,219000,673.7974,Yes,Yes,West,AZ,NA
1263,1987,Female,73000,590.2616,No,No,West,MT,4
1264,1982,Female,279000,654.6071,No,Yes,Northeast,MA,NA
1265,1994,Female,113000,632.30255,Yes,Yes,West,NV,NA
1266,1976,Male,73000,663.7741,No,No,South,AL,NA
1267,1981,Female,238000,724.7564,No,Yes,Northeast,CT,NA
1268,1996,Male,206000,619.4985,No,Yes,Midwest,SD,NA
1269,1984,Female,103000,642.1922,Yes,No,South,FL,5
1270,1992,Female,100000,634.31445,No,Yes,Northeast,NJ,NA
1271,1985,Male,118000,670.1126,No,Yes,West,CA,NA
1272,1992,Female,204000,570.42664,No,Yes,West,MT,NA
1273,1991,Female,110000,693.8443,No,No,Northeast,NJ,NA
1274,1987,Female,58000,586.03815,Yes,No,Northeast,MA,NA
1275,1998,Other,99000,600.40576,No,Yes,Northeast,RI,NA
1276,1972,Male,148000,705.5504,Yes,No,West,WY,5
1277,1986,Male,25000,731.43427,No,No,West,CA,NA
1278,1975,Male,93000,781.35315,Yes,No,South,FL,NA
1279,1971,Female,99000,653.0474,Yes,Yes,West,WA,NA
1280,1974,Female,115000,672.6685,Yes,No,Northeast,RI,NA
1281,1981,Male,26000,687.66156,No,Yes,West,CO,NA
1282,1977,Female,207000,623.9403,No,Yes,Northeast,NH,NA
1283,1969,Female,130000,677.124,No,Yes,West,WA,NA
1284,1984,Male,163000,608.60004,Yes,Yes,Midwest,MI,NA
1285,1992,Female,109000,655.27264,No,No,West,WA,NA
1286,1988,Male,44000,695.7902,No,Yes,West,NV,NA
1287,1949,Other,135000,835.3289,Yes,No,South,MS,NA
1288,1971,Female,137000,741.7674,Yes,No,West,UT,5
1289,1980,Female,161000,766.3374,No,No,West,NM,NA
1290,1989,Female,183000,578.771,Yes,Yes,Northeast,NJ,5
1291,1968,Female,130000,721.79553,No,Yes,Northeast,CT,5
1292,1987,Male,200000,620.746,Yes,Yes,West,CO,NA
1293,1969,Female,126000,742.0089,Yes,Yes,West,AK,5
1294,1954,Male,133000,781.5241,Yes,No,South,DE,5
1295,1995,Other,76000,574.8901,Yes,No,West,MT,5
1296,1999,Female,118000,658.89545,No,Yes,Midwest,IA,NA
1297,1995,Female,211000,588.5724,No,Yes,West,AZ,NA
1298,1980,Male,163000,557.71545,No,Yes,West,WY,NA
1299,1992,Female,306000,609.9501,No,Yes,Midwest,MI,5
1300,1979,Female,263000,676.7729,No,No,Midwest,MI,4
1301,1993,Male,127000,722.44965,No,No,Midwest,MN,NA
1302,1982,Male,74000,674.47736,Yes,Yes,West,WA,5
1303,1992,Male,48000,623.1558,No,No,South,AL,2
1304,1982,Female,97000,586.6321,Yes,No,Midwest,ND,5
1305,1995,Female,195000,618.4979,No,Yes,West,ID,1
1306,1994,Male,24000,654.86676,Yes,No,South,FL,5
1307,1986,Female,27000,626.0599,No,No,South,DC,5
1308,1978,Female,210000,650.3985,Yes,Yes,Northeast,NY,NA
1309,1977,Female,127000,700.8871,No,No,West,WA,NA
1310,1993,Other,63000,698.92993,No,Yes,Northeast,MA,NA
1311,1994,Female,43000,532.7133,Yes,Yes,Northeast,PA,5
1312,1972,Female,191000,682.6439,Yes,Yes,West,MT,5
1313,1974,Male,244000,723.92334,Yes,Yes,West,NM,NA
1314,1970,Male,208000,746.7013,No,Yes,Northeast,ME,1
1315,1984,Male,63000,716.87225,Yes,Yes,Northeast,PA,5
1316,1998,Male,60000,717.3861,Yes,Yes,Northeast,ME,NA
1317,1971,Female,179000,564.83826,Yes,Yes,Midwest,NE,NA
1318,1991,Female,41000,539.40735,No,Yes,West,OR,NA
1319,1974,Male,114000,709.3012,Yes,No,South,SC,NA
1320,1977,Other,219000,707.5907,Yes,Yes,West,UT,NA
1321,1999,Female,64000,682.55725,Yes,Yes,West,OR,NA
1322,1990,Male,140000,710.31494,Yes,Yes,Northeast,ME,NA
1323,1992,Female,133000,658.9942,Yes,Yes,West,MT,NA
1324,1993,Other,101000,697.3129,No,Yes,Northeast,CT,NA
1325,1963,Female,146000,646.706,No,Yes,West,OR,NA
1326,1968,Female,180000,707.4618,Yes,Yes,Northeast,VT,5
1327,1975,Female,138000,665.1848,No,Yes,West,AZ,NA
1328,1993,Male,57000,649.5614,No,Yes,Northeast,MA,NA
1329,1973,Male,204000,704.74854,Yes,Yes,Northeast,NJ,NA
1330,1994,Male,124000,598.06744,No,Yes,Northeast,NH,NA
1331,1982,Female,290000,589.95715,No,Yes,South,NC,NA
1332,1999,Male,71000,651.00793,No,No,Northeast,PA,NA
1333,1972,Male,278000,685.24866,Yes,Yes,Northeast,NH,NA
1334,1991,Female,86000,681.68054,No,Yes,West,AK,5
1335,1978,Female,112000,850,No,No,West,WY,5
1336,1994,Male,362000,578.117,Yes,Yes,West,MT,4
1337,1977,Female,225000,659.5007,No,Yes,West,WA,NA
1338,1974,Male,236000,684.1937,Yes,Yes,Northeast,RI,5
1339,1972,Female,318000,771.55273,Yes,Yes,West,AZ,NA
1340,1969,Female,149000,755.38196,Yes,Yes,Northeast,MA,3
1341,1993,Other,62000,615.9541,No,No,West,ID,5
1342,1983,Male,51000,625.09314,No,Yes,Northeast,MA,3
1343,1999,Female,52000,631.6158,Yes,Yes,Northeast,NJ,NA
1344,1974,Female,247000,647.82196,No,No,Northeast,RI,4
1345,1984,Female,149000,598.1744,Yes,Yes,West,HI,2
1346,1989,Other,249000,632.019,No,Yes,Northeast,NH,NA
1347,1975,Female,99000,641.39685,Yes,Yes,Northeast,PA,NA
1348,1977,Male,61000,713.15454,Yes,No,South,MS,NA
1349,1992,Other,25000,685.41693,No,Yes,West,OR,4
1350,1971,Female,49000,757.91895,No,No,Northeast,VT,NA
1351,1982,Female,57000,570.1887,No,Yes,Midwest,IN,4
1352,1973,Male,128000,764.5248,Yes,Yes,Midwest,IN,NA
1353,1982,Female,132000,734.4824,No,Yes,South,NC,NA
1354,1972,Female,107000,759.35565,No,No,Northeast,NJ,5
1355,1999,Male,222000,636.58826,Yes,Yes,West,CO,NA
1356,1974,Female,171000,651.241,No,No,West,NM,NA
1357,1997,Female,65000,719.7769,No,No,Northeast,RI,2
1358,1980,Female,88000,732.6551,No,Yes,Northeast,MA,5
1359,1997,Female,119000,524.2499,No,Yes,Midwest,MI,5
1360,1976,Male,142000,733.22845,No,Yes,Northeast,RI,NA
1361,1973,Female,155000,663.09717,Yes,Yes,Midwest,KS,NA
1362,1974,Male,143000,758.9634,No,Yes,Northeast,VT,5
1363,1999,Male,128000,593.4766,Yes,Yes,West,HI,NA
1364,1997,Male,32000,636.3613,Yes,No,South,GA,NA
1365,1995,Male,172000,621.6888,No,Yes,West,AK,NA
1366,1996,Female,68000,590.56976,Yes,No,South,AR,NA
1367,1961,Female,116000,713.4852,Yes,No,West,OR,NA
1368,1976,Male,84000,650.73456,No,No,Northeast,NJ,1
1369,1998,Male,218000,530.1012,No,Yes,West,AK,3
1370,1988,Male,59000,660.93555,Yes,No,West,MT,NA
1371,1966,Female,172000,722.88007,Yes,Yes,West,ID,5
1372,1992,Female,73000,590.70465,No,Yes,West,HI,NA
1373,1973,Female,25000,728.8383,Yes,No,South,NC,4
1374,1976,Female,106000,760.3312,Yes,Yes,Northeast,MA,4
1375,1970,Female,147000,735.84283,Yes,Yes,Midwest,SD,5
1376,1967,Female,227000,779.59937,No,Yes,West,UT,NA
1377,1997,Female,85000,631.9517,No,No,West,ID,NA
1378,1973,Female,248000,595.71594,Yes,Yes,Midwest,IL,5
1379,1991,Female,122000,608.71515,No,Yes,West,WY,NA
1380,1963,Female,221000,789.9222,Yes,Yes,West,HI,NA
1381,1950,Male,69000,773.6251,Yes,No,West,OR,NA
1382,1974,Female,145000,723.9116,Yes,Yes,Midwest,WI,5
1383,1986,Male,29000,627.60284,No,Yes,Northeast,MA,5
1384,1971,Male,78000,671.7995,Yes,No,West,HI,5
1385,1996,Female,33000,557.0859,No,Yes,West,OR,NA
1386,1996,Male,140000,525.36505,Yes,No,South,LA,5
1387,1997,Other,243000,592.3508,Yes,Yes,West,WY,NA
1388,1984,Female,42000,709.57776,No,Yes,Northeast,MA,NA
1389,1970,Female,104000,692.70856,Yes,No,South,AL,NA
1390,1983,Male,143000,755.9144,No,No,South,MS,NA
1391,1988,Other,49000,702.3589,No,No,South,OK,NA
1392,1997,Male,39000,701.6869,No,Yes,West,CA,NA
1393,1986,Male,123000,770.35455,No,Yes,Northeast,VT,4
1394,1967,Other,234000,667.7823,Yes,Yes,Midwest,IL,NA
1395,1997,Female,107000,603.2544,No,Yes,Northeast,VT,NA
1396,1976,Female,112000,625.5476,Yes,Yes,Northeast,NJ,NA
1397,1987,Female,194000,580.0526,No,Yes,Midwest,IN,NA
1398,1990,Other,111000,719.7028,Yes,Yes,Northeast,NH,NA
1399,1996,Male,127000,677.5186,Yes,Yes,West,OR,NA
1400,1979,Female,196000,672.69666,No,Yes,West,WY,NA
1401,1972,Male,227000,675.49646,Yes,Yes,West,AK,NA
1402,1969,Male,159000,802.8508,Yes,Yes,West,AK,NA
1403,1992,Other,64000,654.8419,No,No,Northeast,PA,NA
1404,1992,Male,105000,649.9495,No,Yes,West,ID,NA
1405,1968,Female,176000,681.0865,Yes,Yes,West,CA,5
1406,1974,Male,229000,736.3893,Yes,Yes,Northeast,NJ,NA
1407,1993,Female,41000,698.131,Yes,No,South,OK,NA
1408,1983,Male,41000,711.3426,No,Yes,West,WY,NA
1409,1969,Female,94000,586.2041,Yes,No,West,OR,NA
1410,1983,Male,34000,673.7479,Yes,Yes,West,WA,NA
1411,1969,Male,142000,628.96014,Yes,No,West,UT,NA
1412,1997,Male,105000,702.11786,Yes,Yes,Midwest,SD,NA
1413,1976,Female,222000,691.8837,No,Yes,Northeast,RI,NA
1414,1970,Male,73000,597.6729,Yes,No,Northeast,VT,5
1415,1973,Male,127000,708.7008,Yes,Yes,Northeast,VT,NA
1416,1971,Male,242000,751.0532,Yes,Yes,West,ID,NA
1417,1984,Male,79000,615.42096,No,Yes,Northeast,RI,NA
1418,1990,Male,72000,662.225,Yes,No,South,KY,5
1419,1971,Male,170000,723.1509,Yes,Yes,West,CO,NA
1420,1968,Other,99000,723.7401,Yes,No,Northeast,RI,NA
1421,1981,Female,76000,622.7571,No,Yes,Northeast,ME,NA
1422,1975,Other,178000,720.889,No,Yes,Northeast,CT,NA
1423,1992,Female,110000,531.7906,No,No,Midwest,IA,NA
1424,1967,Male,113000,716.1705,Yes,No,South,MD,5
1425,1979,Male,143000,643.27576,No,Yes,West,MT,3
1426,1992,Male,125000,604.526,No,Yes,Northeast,PA,NA
1427,1966,Female,192000,706.44,Yes,Yes,Northeast,NJ,NA
1428,1987,Male,55000,687.77496,No,No,South,NC,5
1429,1991,Male,219000,733.7272,No,Yes,Northeast,NY,NA
1430,1995,Female,129000,530.5778,No,Yes,South,TN,NA
1431,1958,Male,129000,762.056,Yes,Yes,West,ID,NA
